region_id,timestamp,val_Daily.rain,extra_rings_Daily.rain
SR,2017-04-28,1.2,1
SS,2017-04-28,0.0,1
ST,2017-04-28,5.7,0
SW,2017-04-28,0.2,1
SY,2017-04-28,0.8500000000000001,0
TA,2017-04-28,0.05,0
TD,2017-04-28,0.3666666666666667,0
TF,2017-04-28,1.7666666666666668,1
TN,2017-04-28,0.5,0
TQ,2017-04-28,0.0,0
TR,2017-04-28,0.0,1
TS,2017-04-28,1.2,0
TW,2017-04-28,0.2,0
UB,2017-04-28,0.4,0
W,2017-04-28,0.30000000000000004,1
WA,2017-04-28,4.3,1
WC,2017-04-28,0.30000000000000004,2
WD,2017-04-28,0.4,1
WF,2017-04-28,2.3,0
WN,2017-04-28,2.15,2
WR,2017-04-28,0.7857142857142857,1
WS,2017-04-28,3.5250000000000004,1
WV,2017-04-28,1.5,0
YO,2017-04-28,2.175,0
ZE,2017-04-28,,2
AB,2017-04-29,0.475,0
AL,2017-04-29,0.05,1
B,2017-04-29,0.0,1
BA,2017-04-29,0.0,0
BB,2017-04-29,0.1,1
BD,2017-04-29,0.2,0
BH,2017-04-29,0.0,0
BL,2017-04-29,0.13333333333333333,2
BN,2017-04-29,0.0,0
BR,2017-04-29,0.0,1
BS,2017-04-29,0.0,0
BT,2017-04-29,0.022222222222222227,0
CA,2017-04-29,0.5,0
CB,2017-04-29,0.0,0
CF,2017-04-29,0.08333333333333333,1
CH,2017-04-29,0.6375,1
CM,2017-04-29,0.0,1
CO,2017-04-29,0.0,1
CR,2017-04-29,0.0,1
CT,2017-04-29,0.0,1
CV,2017-04-29,0.03333333333333333,1
CW,2017-04-29,0.15,1
DA,2017-04-29,0.0,1
DD,2017-04-29,0.0,0
DE,2017-04-29,0.0,0
DG,2017-04-29,0.0,0
DH,2017-04-29,0.0,1
DL,2017-04-29,0.0,0
DN,2017-04-29,0.0125,1
DT,2017-04-29,0.0,0
DY,2017-04-29,0.24000000000000005,1
E,2017-04-29,0.0,2
EC,2017-04-29,0.0,3
EH,2017-04-29,0.1,0
EN,2017-04-29,0.0,1
EX,2017-04-29,0.0,0
FK,2017-04-29,0.0,0
FY,2017-04-29,0.0,1
G,2017-04-29,0.0,0
GL,2017-04-29,0.0,0
GU,2017-04-29,0.0,1
GY,2017-04-29,,2
HA,2017-04-29,0.0,1
HD,2017-04-29,0.125,1
HG,2017-04-29,0.0,0
HP,2017-04-29,0.1,0
HR,2017-04-29,0.0,0
HS,2017-04-29,,2
HU,2017-04-29,0.0,1
HX,2017-04-29,0.2,1
IG,2017-04-29,0.0,2
IM,2017-04-29,,2
IP,2017-04-29,0.0,1
IV,2017-04-29,1.2,0
JE,2017-04-29,,2
KA,2017-04-29,0.0,0
KT,2017-04-29,0.0,1
KW,2017-04-29,0.05,0
KY,2017-04-29,0.0,0
L,2017-04-29,0.53,2
LA,2017-04-29,0.0,0
LD,2017-04-29,0.0,0
LE,2017-04-29,0.0,1
LL,2017-04-29,1.1,0
LN,2017-04-29,0.0,0
LS,2017-04-29,0.042857142857142864,1
LU,2017-04-29,0.05,1
M,2017-04-29,0.2,1
ME,2017-04-29,0.0,0
MK,2017-04-29,0.05000000000000001,1
ML,2017-04-29,2.9,0
N,2017-04-29,0.0,2
NE,2017-04-29,0.4,1
NG,2017-04-29,0.0,1
NN,2017-04-29,0.05,1
NP,2017-04-29,0.0,1
NR,2017-04-29,0.0,0
NW,2017-04-29,0.025,2
OL,2017-04-29,0.2,1
OX,2017-04-29,0.06666666666666668,0
PA,2017-04-29,0.16666666666666666,0
PE,2017-04-29,0.0,0
PH,2017-04-29,0.625,0
PL,2017-04-29,0.0,0
PO,2017-04-29,0.0,0
PR,2017-04-29,0.0,1
RG,2017-04-29,0.0,0
RH,2017-04-29,0.0,1
RM,2017-04-29,0.0,1
S,2017-04-29,0.0,0
SA,2017-04-29,0.1,0
SE,2017-04-29,0.0,2
SG,2017-04-29,0.0,0
SK,2017-04-29,0.2,0
SL,2017-04-29,0.025,1
SM,2017-04-29,0.0,2
SN,2017-04-29,0.0,0
SO,2017-04-29,0.0,0
SP,2017-04-29,0.0,0
SR,2017-04-29,0.0,1
SS,2017-04-29,0.0,1
ST,2017-04-29,0.0,0
SW,2017-04-29,0.0,1
SY,2017-04-29,0.17500000000000002,0
TA,2017-04-29,0.0,0
TD,2017-04-29,0.3333333333333333,0
TF,2017-04-29,0.20000000000000004,1
TN,2017-04-29,0.0,0
TQ,2017-04-29,0.0,0
TR,2017-04-29,0.0,1
TS,2017-04-29,0.0,0
TW,2017-04-29,0.0,0
UB,2017-04-29,0.0,0
W,2017-04-29,0.0,1
WA,2017-04-29,0.2,1
WC,2017-04-29,0.0,2
WD,2017-04-29,0.05,1
WF,2017-04-29,0.1,0
WN,2017-04-29,0.1,2
WR,2017-04-29,0.11666666666666665,1
WS,2017-04-29,0.125,1
WV,2017-04-29,0.5,0
YO,2017-04-29,0.0,0
ZE,2017-04-29,,2
AB,2017-04-30,0.025,0
AL,2017-04-30,0.0,1
B,2017-04-30,0.0,1
BA,2017-04-30,0.0,1
BB,2017-04-30,0.0,1
BD,2017-04-30,0.0,0
BH,2017-04-30,0.0,0
BL,2017-04-30,0.0,2
BN,2017-04-30,0.0,0
BR,2017-04-30,0.0,1
BS,2017-04-30,0.0,0
BT,2017-04-30,0.011111111111111113,0
CA,2017-04-30,0.016666666666666666,0
CB,2017-04-30,0.0,0
CF,2017-04-30,0.1,1
CH,2017-04-30,0.0,1
CM,2017-04-30,0.0,1
CO,2017-04-30,0.0,0
CR,2017-04-30,0.0,1
CT,2017-04-30,0.0,1
CV,2017-04-30,0.016666666666666666,1
CW,2017-04-30,0.0,1
DA,2017-04-30,0.0,1
DD,2017-04-30,0.0,0
DE,2017-04-30,0.0,0
DG,2017-04-30,0.0,0
DH,2017-04-30,0.0,1
DL,2017-04-30,0.0,0
DN,2017-04-30,0.0,1
DT,2017-04-30,0.0,0
DY,2017-04-30,0.0,1
E,2017-04-30,0.0,2
EC,2017-04-30,0.0,3
EH,2017-04-30,0.0,0
EN,2017-04-30,0.0,1
EX,2017-04-30,0.13333333333333333,0
FK,2017-04-30,0.0,0
FY,2017-04-30,0.0,1
G,2017-04-30,0.75,0
GL,2017-04-30,0.0,0
GU,2017-04-30,0.0,1
GY,2017-04-30,,2
HA,2017-04-30,0.0,1
HD,2017-04-30,0.0,1
HG,2017-04-30,0.0,0
HP,2017-04-30,0.0,0
HR,2017-04-30,0.0,0
HS,2017-04-30,,2
HU,2017-04-30,0.0,1
HX,2017-04-30,0.0,1
IG,2017-04-30,0.0,2
IM,2017-04-30,,2
IP,2017-04-30,0.0,1
IV,2017-04-30,0.03333333333333333,0
JE,2017-04-30,,2
KA,2017-04-30,0.0,0
KT,2017-04-30,0.0,1
KW,2017-04-30,0.0,0
KY,2017-04-30,0.0,0
L,2017-04-30,0.0,2
LA,2017-04-30,0.0,0
LD,2017-04-30,0.0,0
LE,2017-04-30,0.0,1
LL,2017-04-30,0.0,0
LN,2017-04-30,0.0,0
LS,2017-04-30,0.0,1
LU,2017-04-30,0.0,1
M,2017-04-30,0.0,1
ME,2017-04-30,0.0,0
MK,2017-04-30,0.016666666666666666,1
ML,2017-04-30,0.0,0
N,2017-04-30,0.0,2
NE,2017-04-30,0.01,1
NG,2017-04-30,0.0,1
NN,2017-04-30,0.025,1
NP,2017-04-30,0.0,1
NR,2017-04-30,0.0,0
NW,2017-04-30,0.0,2
OL,2017-04-30,0.0,1
OX,2017-04-30,0.03333333333333333,0
PA,2017-04-30,0.0,0
PE,2017-04-30,0.0,0
PH,2017-04-30,0.04,0
PL,2017-04-30,0.0,0
PO,2017-04-30,0.0,0
PR,2017-04-30,0.0,1
RG,2017-04-30,0.0,0
RH,2017-04-30,0.0,1
RM,2017-04-30,0.0,1
S,2017-04-30,0.0,0
SA,2017-04-30,0.12,0
SE,2017-04-30,0.0,2
SG,2017-04-30,0.0,0
SK,2017-04-30,0.0,0
SL,2017-04-30,0.0,1
SM,2017-04-30,0.0,2
SN,2017-04-30,0.0,0
SO,2017-04-30,0.0,0
SP,2017-04-30,0.0,0
SR,2017-04-30,0.0,1
SS,2017-04-30,0.0,1
ST,2017-04-30,0.0,0
SW,2017-04-30,0.0,1
SY,2017-04-30,0.0,0
TA,2017-04-30,0.0,0
TD,2017-04-30,0.0,0
TF,2017-04-30,0.0,1
TN,2017-04-30,0.0,0
TQ,2017-04-30,3.0333333333333337,0
TR,2017-04-30,0.0,1
TS,2017-04-30,0.0,0
TW,2017-04-30,0.0,0
UB,2017-04-30,0.0,0
W,2017-04-30,0.0,1
WA,2017-04-30,0.0,1
WC,2017-04-30,0.0,2
WD,2017-04-30,0.0,1
WF,2017-04-30,0.0,0
WN,2017-04-30,0.0,2
WR,2017-04-30,0.0,1
WS,2017-04-30,0.0,1
WV,2017-04-30,0.0,0
YO,2017-04-30,0.0,0
ZE,2017-04-30,,2
AB,2017-05-01,0.0,0
AL,2017-05-01,3.95,1
B,2017-05-01,0.8,1
BA,2017-05-01,3.5,0
BB,2017-05-01,0.0,1
BD,2017-05-01,0.0,0
BH,2017-05-01,7.7333333333333325,0
BL,2017-05-01,0.06666666666666668,2
BN,2017-05-01,2.3,0
BR,2017-05-01,3.05,1
BS,2017-05-01,5.1,0
BT,2017-05-01,0.04,0
CA,2017-05-01,0.0,0
CB,2017-05-01,2.4,0
CF,2017-05-01,9.1,1
CH,2017-05-01,4.0875,1
CM,2017-05-01,2.7999999999999994,1
CO,2017-05-01,2.2,0
CR,2017-05-01,3.1,1
CT,2017-05-01,2.6,1
CV,2017-05-01,2.46,1
CW,2017-05-01,4.766666666666667,1
DA,2017-05-01,2.6,1
DD,2017-05-01,0.0,0
DE,2017-05-01,0.8,0
DG,2017-05-01,0.0,0
DH,2017-05-01,0.0,1
DL,2017-05-01,0.0,0
DN,2017-05-01,0.025,1
DT,2017-05-01,19.45,0
DY,2017-05-01,7.959999999999999,1
E,2017-05-01,3.8,2
EC,2017-05-01,2.571428571428572,3
EH,2017-05-01,0.0,0
EN,2017-05-01,3.8,1
EX,2017-05-01,32.0,0
FK,2017-05-01,0.0,0
FY,2017-05-01,0.0,1
G,2017-05-01,0.0,0
GL,2017-05-01,2.5,0
GU,2017-05-01,2.88,1
GY,2017-05-01,,2
HA,2017-05-01,1.8,1
HD,2017-05-01,0.05,1
HG,2017-05-01,0.0,0
HP,2017-05-01,4.1,0
HR,2017-05-01,3.4,0
HS,2017-05-01,,2
HU,2017-05-01,0.0,1
HX,2017-05-01,0.0,1
IG,2017-05-01,2.525,2
IM,2017-05-01,,2
IP,2017-05-01,1.56,1
IV,2017-05-01,0.0,0
JE,2017-05-01,,2
KA,2017-05-01,0.0,0
KT,2017-05-01,2.3,1
KW,2017-05-01,0.0,0
KY,2017-05-01,0.0,0
L,2017-05-01,3.29,2
LA,2017-05-01,0.0,0
LD,2017-05-01,4.5,0
LE,2017-05-01,0.65,1
LL,2017-05-01,1.6,0
LN,2017-05-01,0.1,0
LS,2017-05-01,0.0,1
LU,2017-05-01,3.95,1
M,2017-05-01,0.2,1
ME,2017-05-01,1.7,0
MK,2017-05-01,2.9,1
ML,2017-05-01,0.0,0
N,2017-05-01,3.8,2
NE,2017-05-01,0.0,1
NG,2017-05-01,0.3,1
NN,2017-05-01,2.375,1
NP,2017-05-01,3.875,1
NR,2017-05-01,1.35,0
NW,2017-05-01,2.775,2
OL,2017-05-01,0.2,1
OX,2017-05-01,3.0,0
PA,2017-05-01,0.0,0
PE,2017-05-01,0.5,0
PH,2017-05-01,0.0,0
PL,2017-05-01,3.5,0
PO,2017-05-01,3.6,0
PR,2017-05-01,0.0,1
RG,2017-05-01,2.5,0
RH,2017-05-01,3.2,0
RM,2017-05-01,1.7,1
S,2017-05-01,0.0,0
SA,2017-05-01,10.633333333333333,0
SE,2017-05-01,2.4799999999999995,2
SG,2017-05-01,3.8,0
SK,2017-05-01,0.2,0
SL,2017-05-01,2.45,1
SM,2017-05-01,2.675,2
SN,2017-05-01,2.5,0
SO,2017-05-01,2.7,0
SP,2017-05-01,3.225,0
SR,2017-05-01,0.0,1
SS,2017-05-01,1.7,1
ST,2017-05-01,2.1,0
SW,2017-05-01,1.4,1
SY,2017-05-01,6.574999999999998,0
TA,2017-05-01,18.75,0
TD,2017-05-01,0.0,0
TF,2017-05-01,6.9833333333333325,1
TN,2017-05-01,3.05,0
TQ,2017-05-01,36.433333333333344,0
TR,2017-05-01,3.5,1
TS,2017-05-01,0.0,0
TW,2017-05-01,1.4,0
UB,2017-05-01,1.8,0
W,2017-05-01,1.6,1
WA,2017-05-01,0.2,1
WC,2017-05-01,1.6,2
WD,2017-05-01,2.95,1
WF,2017-05-01,0.0,0
WN,2017-05-01,0.1,2
WR,2017-05-01,5.366666666666667,1
WS,2017-05-01,5.466666666666666,1
WV,2017-05-01,13.5,0
YO,2017-05-01,0.0,0
ZE,2017-05-01,,2
AB,2017-05-02,0.0,0
AL,2017-05-02,0.35,1
B,2017-05-02,0.25,1
BA,2017-05-02,0.0,0
BB,2017-05-02,0.0,1
BD,2017-05-02,0.0,0
BH,2017-05-02,0.9666666666666668,0
BL,2017-05-02,0.1,2
BN,2017-05-02,1.0,0
BR,2017-05-02,0.0,1
BS,2017-05-02,5.0,0
BT,2017-05-02,0.0,0
CA,2017-05-02,0.0,0
CB,2017-05-02,0.0,0
CF,2017-05-02,1.34,1
CH,2017-05-02,0.225,1
CM,2017-05-02,0.06666666666666668,1
CO,2017-05-02,0.2,0
CR,2017-05-02,0.0,1
CT,2017-05-02,0.25,1
CV,2017-05-02,0.2428571428571429,1
CW,2017-05-02,0.3666666666666667,1
DA,2017-05-02,0.25,1
DD,2017-05-02,0.0,0
DE,2017-05-02,0.25,0
DG,2017-05-02,0.0,0
DH,2017-05-02,0.0,1
DL,2017-05-02,0.0,0
DN,2017-05-02,0.025,1
DT,2017-05-02,2.65,0
DY,2017-05-02,0.74,1
E,2017-05-02,0.0,2
EC,2017-05-02,0.7,3
EH,2017-05-02,0.0,0
EN,2017-05-02,0.0,1
EX,2017-05-02,0.675,0
FK,2017-05-02,0.0,0
FY,2017-05-02,0.0,1
G,2017-05-02,0.0,0
GL,2017-05-02,0.2,0
GU,2017-05-02,1.3444444444444446,1
GY,2017-05-02,,2
HA,2017-05-02,2.2,1
HD,2017-05-02,0.125,1
HG,2017-05-02,0.0,0
HP,2017-05-02,0.7,0
HR,2017-05-02,1.2,0
HS,2017-05-02,,2
HU,2017-05-02,0.0,1
HX,2017-05-02,0.0,1
IG,2017-05-02,0.175,2
IM,2017-05-02,,2
IP,2017-05-02,0.04,1
IV,2017-05-02,0.0,0
JE,2017-05-02,,2
KA,2017-05-02,0.0,1
KT,2017-05-02,0.8,1
KW,2017-05-02,0.0,0
KY,2017-05-02,0.0,0
L,2017-05-02,0.21,2
LA,2017-05-02,0.0,0
LD,2017-05-02,1.5,0
LE,2017-05-02,0.16666666666666666,1
LL,2017-05-02,0.07500000000000001,0
LN,2017-05-02,0.0,0
LS,2017-05-02,0.0,1
LU,2017-05-02,0.35,1
M,2017-05-02,0.3,1
ME,2017-05-02,0.5,0
MK,2017-05-02,0.25,1
ML,2017-05-02,0.0,0
N,2017-05-02,0.0,2
NE,2017-05-02,0.05,1
NG,2017-05-02,0.11666666666666665,1
NN,2017-05-02,0.2,1
NP,2017-05-02,1.6,1
NR,2017-05-02,0.0,0
NW,2017-05-02,0.925,2
OL,2017-05-02,0.3,1
OX,2017-05-02,0.26666666666666666,0
PA,2017-05-02,0.0,0
PE,2017-05-02,0.0,0
PH,2017-05-02,0.0,0
PL,2017-05-02,4.8,0
PO,2017-05-02,1.0,0
PR,2017-05-02,0.0,1
RG,2017-05-02,3.6,0
RH,2017-05-02,0.6666666666666666,1
RM,2017-05-02,0.5,1
S,2017-05-02,0.2,0
SA,2017-05-02,1.2333333333333334,0
SE,2017-05-02,0.43333333333333335,2
SG,2017-05-02,0.0,0
SK,2017-05-02,0.3,0
SL,2017-05-02,1.825,1
SM,2017-05-02,0.4,2
SN,2017-05-02,0.2,0
SO,2017-05-02,1.7,0
SP,2017-05-02,0.6499999999999999,0
SR,2017-05-02,0.0,1
SS,2017-05-02,0.5,1
ST,2017-05-02,0.4,0
SW,2017-05-02,0.8,1
SY,2017-05-02,0.375,0
TA,2017-05-02,1.85,0
TD,2017-05-02,0.16666666666666666,0
TF,2017-05-02,0.6833333333333335,1
TN,2017-05-02,0.0,0
TQ,2017-05-02,1.8,0
TR,2017-05-02,4.8,1
TS,2017-05-02,0.0,0
TW,2017-05-02,0.8,0
UB,2017-05-02,2.2,0
W,2017-05-02,1.5,1
WA,2017-05-02,0.3,1
WC,2017-05-02,1.5,2
WD,2017-05-02,1.4500000000000002,1
WF,2017-05-02,0.0,0
WN,2017-05-02,0.15,2
WR,2017-05-02,0.4428571428571429,1
WS,2017-05-02,0.775,1
WV,2017-05-02,2.2,0
YO,2017-05-02,0.0,0
ZE,2017-05-02,,2
AB,2017-05-03,0.0,0
AL,2017-05-03,0.25,1
B,2017-05-03,0.0,1
BA,2017-05-03,0.1,0
BB,2017-05-03,0.0,1
BD,2017-05-03,0.0,0
BH,2017-05-03,0.03333333333333333,0
BL,2017-05-03,0.0,2
BN,2017-05-03,1.4,0
BR,2017-05-03,0.0,1
BS,2017-05-03,0.0,0
BT,2017-05-03,0.0,0
CA,2017-05-03,0.0,0
CB,2017-05-03,0.0,0
CF,2017-05-03,0.02,1
CH,2017-05-03,0.0,1
CM,2017-05-03,0.0,1
CO,2017-05-03,0.0,0
CR,2017-05-03,0.1,1
CT,2017-05-03,1.45,1
CV,2017-05-03,0.0,1
CW,2017-05-03,0.0,1
DA,2017-05-03,1.45,1
DD,2017-05-03,0.0,0
DE,2017-05-03,0.0,0
DG,2017-05-03,0.0,0
DH,2017-05-03,0.0,1
DL,2017-05-03,0.0,0
DN,2017-05-03,0.025,1
DT,2017-05-03,0.0,0
DY,2017-05-03,0.0,1
E,2017-05-03,0.0,2
EC,2017-05-03,0.5499999999999999,3
EH,2017-05-03,0.0,0
EN,2017-05-03,0.0,1
EX,2017-05-03,0.0,0
FK,2017-05-03,0.0,0
FY,2017-05-03,0.0,1
G,2017-05-03,0.0,0
GL,2017-05-03,0.0,0
GU,2017-05-03,0.32,1
GY,2017-05-03,,2
HA,2017-05-03,0.0,1
HD,2017-05-03,0.0,1
HG,2017-05-03,0.0,0
HP,2017-05-03,0.5,0
HR,2017-05-03,0.0,0
HS,2017-05-03,,2
HU,2017-05-03,0.05,1
HX,2017-05-03,0.0,1
IG,2017-05-03,0.725,2
IM,2017-05-03,,2
IP,2017-05-03,0.0,1
IV,2017-05-03,0.0,0
JE,2017-05-03,,2
KA,2017-05-03,0.0,1
KT,2017-05-03,0.2,1
KW,2017-05-03,0.0,0
KY,2017-05-03,0.0,0
L,2017-05-03,0.0,2
LA,2017-05-03,0.0,0
LD,2017-05-03,0.0,0
LE,2017-05-03,0.0,1
LL,2017-05-03,0.0,0
LN,2017-05-03,0.0,0
LS,2017-05-03,0.028571428571428574,1
LU,2017-05-03,0.25,1
M,2017-05-03,0.0,1
ME,2017-05-03,2.9,0
MK,2017-05-03,0.08333333333333333,1
ML,2017-05-03,0.0,0
N,2017-05-03,0.0,2
NE,2017-05-03,0.0,1
NG,2017-05-03,0.0,1
NN,2017-05-03,0.0,1
NP,2017-05-03,0.0,1
NR,2017-05-03,0.0,0
NW,2017-05-03,0.175,2
OL,2017-05-03,0.0,1
OX,2017-05-03,0.0,0
PA,2017-05-03,0.0,0
PE,2017-05-03,0.0,0
PH,2017-05-03,0.0,0
PL,2017-05-03,0.0,0
PO,2017-05-03,0.0,0
PR,2017-05-03,0.0,1
RG,2017-05-03,0.0,0
RH,2017-05-03,0.2,0
RM,2017-05-03,2.9,1
S,2017-05-03,0.0,0
SA,2017-05-03,0.03333333333333333,0
SE,2017-05-03,0.825,2
SG,2017-05-03,0.0,0
SK,2017-05-03,0.0,0
SL,2017-05-03,0.175,1
SM,2017-05-03,0.13333333333333333,2
SN,2017-05-03,0.0,0
SO,2017-05-03,0.0,0
SP,2017-05-03,0.0,0
SR,2017-05-03,0.0,1
SS,2017-05-03,2.9,1
ST,2017-05-03,0.0,0
SW,2017-05-03,0.2,1
SY,2017-05-03,0.0,0
TA,2017-05-03,0.03333333333333333,0
TD,2017-05-03,0.0,0
TF,2017-05-03,0.0,1
TN,2017-05-03,0.0,0
TQ,2017-05-03,0.06666666666666668,0
TR,2017-05-03,0.0,1
TS,2017-05-03,0.0,0
TW,2017-05-03,0.2,0
UB,2017-05-03,0.0,0
W,2017-05-03,0.1,1
WA,2017-05-03,0.0,1
WC,2017-05-03,0.1,2
WD,2017-05-03,0.25,1
WF,2017-05-03,0.0,0
WN,2017-05-03,0.0,2
WR,2017-05-03,0.0,1
WS,2017-05-03,0.0,1
WV,2017-05-03,0.0,0
YO,2017-05-03,0.05,0
ZE,2017-05-03,,2
AB,2017-05-04,0.0,0
AL,2017-05-04,0.0,1
B,2017-05-04,0.0,1
BA,2017-05-04,0.0,0
BB,2017-05-04,0.0,1
BD,2017-05-04,0.0,0
BH,2017-05-04,0.03333333333333333,0
BL,2017-05-04,0.0,2
BN,2017-05-04,0.8,0
BR,2017-05-04,1.0,1
BS,2017-05-04,0.1,0
BT,2017-05-04,0.0,0
CA,2017-05-04,0.0,0
CB,2017-05-04,0.2,0
CF,2017-05-04,0.0,1
CH,2017-05-04,0.0,1
CM,2017-05-04,0.20000000000000004,1
CO,2017-05-04,0.4,0
CR,2017-05-04,0.65,1
CT,2017-05-04,2.35,1
CV,2017-05-04,0.05714285714285715,1
CW,2017-05-04,0.0,1
DA,2017-05-04,2.35,1
DD,2017-05-04,0.0,0
DE,2017-05-04,0.0,0
DG,2017-05-04,0.0,0
DH,2017-05-04,0.0,1
DL,2017-05-04,0.0,0
DN,2017-05-04,0.0,1
DT,2017-05-04,0.05,0
DY,2017-05-04,0.0,1
E,2017-05-04,0.0,2
EC,2017-05-04,1.0666666666666669,3
EH,2017-05-04,0.0,0
EN,2017-05-04,0.0,1
EX,2017-05-04,0.0,0
FK,2017-05-04,0.0,0
FY,2017-05-04,0.0,1
G,2017-05-04,0.0,0
GL,2017-05-04,0.05,0
GU,2017-05-04,0.28,1
GY,2017-05-04,,2
HA,2017-05-04,0.6,1
HD,2017-05-04,0.0,1
HG,2017-05-04,0.0,0
HP,2017-05-04,0.0,0
HR,2017-05-04,0.0,0
HS,2017-05-04,,2
HU,2017-05-04,0.0,1
HX,2017-05-04,0.0,1
IG,2017-05-04,1.0750000000000002,2
IM,2017-05-04,,2
IP,2017-05-04,0.12000000000000002,1
IV,2017-05-04,0.0,0
JE,2017-05-04,,2
KA,2017-05-04,0.0,1
KT,2017-05-04,0.55,1
KW,2017-05-04,0.0,0
KY,2017-05-04,0.0,0
L,2017-05-04,0.0,2
LA,2017-05-04,0.0,0
LD,2017-05-04,0.0,0
LE,2017-05-04,0.0,1
LL,2017-05-04,0.0,0
LN,2017-05-04,0.0,0
LS,2017-05-04,0.0,1
LU,2017-05-04,0.0,1
M,2017-05-04,0.0,1
ME,2017-05-04,3.7,0
MK,2017-05-04,0.05000000000000001,1
ML,2017-05-04,0.0,0
N,2017-05-04,0.0,2
NE,2017-05-04,0.0,1
NG,2017-05-04,0.0,1
NN,2017-05-04,0.07500000000000001,1
NP,2017-05-04,0.03333333333333333,1
NR,2017-05-04,0.0,0
NW,2017-05-04,0.35,2
OL,2017-05-04,0.0,1
OX,2017-05-04,0.10000000000000002,0
PA,2017-05-04,0.0,0
PE,2017-05-04,0.0,0
PH,2017-05-04,0.0,0
PL,2017-05-04,0.0,0
PO,2017-05-04,0.0,0
PR,2017-05-04,0.0,1
RG,2017-05-04,0.0,0
RH,2017-05-04,0.3,0
RM,2017-05-04,3.7,1
S,2017-05-04,0.0,0
SA,2017-05-04,0.0,0
SE,2017-05-04,1.4500000000000002,2
SG,2017-05-04,0.0,0
SK,2017-05-04,0.0,0
SL,2017-05-04,0.35,1
SM,2017-05-04,0.7000000000000001,2
SN,2017-05-04,0.1,0
SO,2017-05-04,0.1,0
SP,2017-05-04,0.0,0
SR,2017-05-04,0.0,1
SS,2017-05-04,3.7,1
ST,2017-05-04,0.0,0
SW,2017-05-04,0.8,1
SY,2017-05-04,0.0,0
TA,2017-05-04,0.0,0
TD,2017-05-04,0.0,0
TF,2017-05-04,0.0,1
TN,2017-05-04,1.0,0
TQ,2017-05-04,0.0,0
TR,2017-05-04,0.0,1
TS,2017-05-04,0.0,0
TW,2017-05-04,0.8,0
UB,2017-05-04,0.6,0
W,2017-05-04,0.7,1
WA,2017-05-04,0.0,1
WC,2017-05-04,0.7,2
WD,2017-05-04,0.3,1
WF,2017-05-04,0.0,0
WN,2017-05-04,0.0,2
WR,2017-05-04,0.014285714285714287,1
WS,2017-05-04,0.0,1
WV,2017-05-04,0.0,0
YO,2017-05-04,0.0,0
ZE,2017-05-04,,2
AB,2017-05-05,0.0,0
AL,2017-05-05,0.0,1
B,2017-05-05,0.0,1
BA,2017-05-05,0.0,0
BB,2017-05-05,0.0,1
BD,2017-05-05,0.0,0
BH,2017-05-05,0.0,0
BL,2017-05-05,0.0,2
BN,2017-05-05,0.0,0
BR,2017-05-05,0.0,1
BS,2017-05-05,0.0,0
BT,2017-05-05,0.06,0
CA,2017-05-05,0.0,0
CB,2017-05-05,0.0,0
CF,2017-05-05,0.0,1
CH,2017-05-05,0.0,1
CM,2017-05-05,0.0,1
CO,2017-05-05,0.0,0
CR,2017-05-05,0.0,1
CT,2017-05-05,0.05,1
CV,2017-05-05,0.0,1
CW,2017-05-05,0.0,1
DA,2017-05-05,0.05,1
DD,2017-05-05,0.0,0
DE,2017-05-05,0.0,0
DG,2017-05-05,0.0,0
DH,2017-05-05,0.0,1
DL,2017-05-05,0.0,0
DN,2017-05-05,0.0,1
DT,2017-05-05,0.0,0
DY,2017-05-05,0.0,1
E,2017-05-05,0.0,2
EC,2017-05-05,0.02,3
EH,2017-05-05,0.0,0
EN,2017-05-05,0.0,1
EX,2017-05-05,0.0,0
FK,2017-05-05,0.0,0
FY,2017-05-05,0.0,1
G,2017-05-05,0.0,0
GL,2017-05-05,0.0,0
GU,2017-05-05,0.0,1
GY,2017-05-05,,2
HA,2017-05-05,0.0,1
HD,2017-05-05,0.0,1
HG,2017-05-05,0.0,0
HP,2017-05-05,0.0,0
HR,2017-05-05,0.1,0
HS,2017-05-05,,2
HU,2017-05-05,0.0,1
HX,2017-05-05,0.0,1
IG,2017-05-05,0.025,2
IM,2017-05-05,,2
IP,2017-05-05,0.0,1
IV,2017-05-05,0.0,0
JE,2017-05-05,,2
KA,2017-05-05,0.0,1
KT,2017-05-05,0.0,1
KW,2017-05-05,0.0,0
KY,2017-05-05,0.0,0
L,2017-05-05,0.0,2
LA,2017-05-05,0.0,0
LD,2017-05-05,0.0,0
LE,2017-05-05,0.0,1
LL,2017-05-05,0.0,0
LN,2017-05-05,0.0,0
LS,2017-05-05,0.0,1
LU,2017-05-05,0.0,1
M,2017-05-05,0.0,1
ME,2017-05-05,0.1,0
MK,2017-05-05,0.0,1
ML,2017-05-05,0.0,0
N,2017-05-05,0.0,2
NE,2017-05-05,0.0,1
NG,2017-05-05,0.0,1
NN,2017-05-05,0.0,1
NP,2017-05-05,0.016666666666666666,1
NR,2017-05-05,0.0,0
NW,2017-05-05,0.0,2
OL,2017-05-05,0.0,1
OX,2017-05-05,0.0,0
PA,2017-05-05,0.0,0
PE,2017-05-05,0.0,0
PH,2017-05-05,0.0,0
PL,2017-05-05,0.0,0
PO,2017-05-05,0.0,0
PR,2017-05-05,0.0,1
RG,2017-05-05,0.0,0
RH,2017-05-05,0.0,1
